Ontology transportation.incoherent.xml
1157/2380 tiên đề logic
Số khái niệm không thoả được: 62
Số khái niệm: 445
Số tiên đề tri thức nền ban đầu: 1015
Ambulance ⊑ OpenTopRailcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
PortableBridge ⊑ CombinationBulkAndOilCarrierShip: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ TerminalBuilding: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ Keeping: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ AirTrafficControlCenter: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ UserPoweredVehicle: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ IceBreakerShip: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ ShipHatch: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ ShipRegister: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ Shipping: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ ShippingLane: Rejected (k=4, nAx=1019, nAxPerStep=1.0)
PortableBridge ⊑ Urea: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ SelfPoweredDevice: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ ParkingGarage: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ RelationalAttribute: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ FHWAVehicleClass12: Rejected (k=6, nAx=1122, nAxPerStep=17.8)
PortableBridge ⊑ SportUtilityVehicle: Rejected (k=6, nAx=1122, nAxPerStep=17.8)
PortableBridge ⊑ FHWAVehicleClass13: Rejected (k=6, nAx=1122, nAxPerStep=17.8)
PortableBridge ⊑ Wheel: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ InternationalAirport: Rejected (k=5, nAx=1114, nAxPerStep=19.8)
PortableBridge ⊑ FHWAVehicleClass10: Rejected (k=6, nAx=1122, nAxPerStep=17.8)
PortableBridge ⊑ FHWAVehicleClass11: Rejected (k=6, nAx=1122, nAxPerStep=17.8)
PortableBridge ⊑ Cycle: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ SurfacedRoadway: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ OrganicObject: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ HydraCushionFreightCar: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ TruckTrailer: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ ElectronicDevice: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ LinerService: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ SteamEngine: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ FuelTank: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ DeckCargoShip: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ HoistingDevice: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ FireBoat: Rejected (k=6, nAx=1122, nAxPerStep=17.8)
PortableBridge ⊑ TradeEmbargo: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ OffshoreWellProductionShip: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ DieselEngine: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ MotorHopper: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ OffshoreAnchorage: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ InternalAttribute: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ FossilFuel: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ UnaryFunction: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ TransportationControlDevice: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ RailCarrierControl: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ Object: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ OffshoreSupplyShip: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ Anchorage: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
PortableBridge ⊑ PassengerRailwayCar: NA_ODP (k=7, nAx=1136, nAxPerStep=17.3, nDeltaODP = 14)
Tugboat ⊑ OpenTopRailcar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ SpecializedTankerShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RotaryDumpCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ SelfConnectedObject: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ HumanPoweredDevice: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PontoonBridge: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RailwayVehicle: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ BodyMotion: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PhysicalQuantity: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Pier: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Harbor: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ChemicalTankerShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ HumanHabitationSpace: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RailwayJunction: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DiningCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ TransitwayObstacle: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Barge: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ UnimodalTransportationSystem: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FlightDeck: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Trailer: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ SpineCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ Text: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TractorTrailer: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CrewList: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DirectingTraffic: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ShipHold: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Organization: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ LightFixture: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RefrigeratedCompartment: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ElectricalSignalling: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AtmosphericRegion: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AirTrafficControlTower: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Trip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FishingBoat: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AirportClassification: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CraneShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Device: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MotorizedRailwayCar: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Fuel: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AirTrafficControlRadarRoom: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MultipleTrackRailway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ WaterTransportationSystem: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Motorcycle: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AnimalPoweredDevice: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PassengerAndCargoShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CertificateOfRegistry: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CognitiveAgent: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SeaPort: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Containerization: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Flatcar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ OrganicCompound: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MilitaryWatercraft: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Runway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Waterway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AirportByRunwaySurface: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ContainerTerminal: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Street: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PetroleumProduct: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Axle: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ OreCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SetOrClass: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ElectronicSignalling: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ShipBerthing: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ LiquefiedPetroleumGas: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Dredger: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TransportationAuthority: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ElectricMotor: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Streetcar: Rejected (k=5, nAx=1114, nAxPerStep=19.8)
Tugboat ⊑ CargoHandling: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ GeneralCargoShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ElectrifiedRailwayCar: Rejected (k=3, nAx=1021, nAxPerStep=2.0)
Tugboat ⊑ VolumeMeasure: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Hole: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Expressway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ GliderAirplane: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ IntentionalProcess: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TrainAssembly: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PartialContainerShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RegulatoryProcess: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ LiquefiedGasAndChemicalTankerShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ EmergencyVehicle: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TrafficSignal: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Railway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ShipDeck: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ElectricDevice: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PropellerAirplane: Rejected (k=5, nAx=1114, nAxPerStep=19.8)
Tugboat ⊑ LandArea: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ EmergencyRoadVehicle: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Battery: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RailroadTrack: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ BusinessRailcar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ Container: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Seavan: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ LandVehicle: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ TransitTerminal: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CubicFoot: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AirTransitway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Navigation: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Minivan: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ShipCabin: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ OffshoreSupportShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Region: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Bridge: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Obligation: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ LengthMeasure: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ VehicleWheel: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TrafficControlProcess: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MajorAirCarrier: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AirRoute: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SingleValuedRelation: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Gasoline: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CombinationCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Tunnel: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Physical: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TextureAttribute: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DeepwaterPort: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RailcarCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FreightCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ ShipBerth: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RollingStock: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ Motion: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ NavigationBuoy: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TankCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ Coal: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Boxcar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ RailroadBridge: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RadioNavigationBeacon: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DeviceStateAttribute: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MerchantMarine: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Building: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RailroadCompany: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CommonCarrier: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AidToNavigation: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Cabotage: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CarDistributionSystem: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PortableBridge: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CanalStructure: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AirTrafficControlEnRouteCenter: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CableShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Canoe: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FishCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Aircraft: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ HangarBay: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TransitShelter: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SelfPoweredRoadVehicle: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PassportControl: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CabCar: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FireEngine: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Kayak: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FishingVessel: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RocketEngine: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TransitwayJunction: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PlaningHullWatercraft: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Attaching: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Certificate: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FlagOfConvenienceRegister: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ StandardGaugeRailway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ResearchShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Passport: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ HopperDredger: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Train: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ VehicleRegistration: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ShipHull: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CruiseShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Crane: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ AnimalPoweredVehicle: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ VehicleClassForFHWA: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ LandTransitway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ EtiologicAgent: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TrackGauge: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CommercialShipping: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RegistryTon: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MaterialHandlingEquipment: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ HalfHeightContainer: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ CementCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Cycle-TransportationDevice: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ PetroleumPipeline: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ GreatLakesShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DeepDraftWaterArea: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MetricTon: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CargoManifest: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ GovernmentOrganization: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PersonalWatercraft: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Address: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ContentBearingObject: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ BillOfLading: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ShipAgent: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CommercialAirport: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ LongTon: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
